Nome Fantasia,Razão Social,CNPJ,Código CNES,Município,UF,CEP,Telefone,Email,Leitos,Atende SUS?,Atende Convênio?
HOSPITAL REGIONAL DE TELEMACO BORBA,SECRETARIA DE ESTADO DA SAUDE,76416866000140,7442157,TELEMACO BORBA,PR,84269000,4232723952,,30,1,0
HOSPITAL MUNICIPAL DE NOSSA SENHORA DAS GRACAS,PREFEITURA MUNICIPAL DE NOSSA SENHORA DAS GRACAS,76970300000165,2733471,NOSSA SENHORA DAS GRACAS,PR,86680000,(44)3312-1063,nsgsaude@hotmail.com,9,1,0
HOSPITAL NOSSA SENHORA DAS DORES,PREFEITURA MUNICIAL DE TIJUCAS DO SUL,76105584000121,0019194,TIJUCAS DO SUL,PR,83190000,(41)36291122,,16,1,0
HOSPITAL SANTA SIMONE,JOSE ACACIO HNATUW,,2738279,CORBELIA,PR,85420000,(45)3242-1149,hospitalsantasimone@gmail.com,34,1,0
HOFTALMAR,IEPOM INSTITUICAO DE ENSINO E PESQUISA OFTALMOLOGICA MARINGA,,2586150,MARINGA,PR,87015001,(44) 32620044,hoftalmar@teracom.com.br,3,0,0
ESTANCIA MARINGA CENTRO DE REABILITACAO SOCIAL,ESTANCIA MARINGA CENTRO DE REABILITACAO SOCIAL LTDA,,0035149,MARINGA,PR,87070802,44 32640821,,60,0,0
SOCIEDADE BENEFICENTE CRISTO REI,SOCIEDADE BENEFICENTE CRISTO REI,,7250401,MANDAGUARI,PR,86975000,4432331233,,54,1,0
CEONC,CENTRO DE ONCOLOGIA CASCAVEL LIMITADA,,2737434,CASCAVEL,PR,85807690,(45)3220-4100,ceonc@ceonc.com.br,137,1,0
HOSPITAL SAO FRANCISCO DE TAMARANA,PREFEITURA MUNICIPAL DE TAMARANA,01613167000190,2729520,TAMARANA,PR,86125000,43 3398-1980,secsaudetamarana@hotmail.com,5,1,0
CENTRAL DIAGNOSTICO,SISNOR SISTEMA INTEGRADO DE SAUDE DO NORTE DO PARANA,,6796648,CAMPO MOURAO,PR,87300005,,,72,1,0
CENTRO HOSPITALAR SAO CAMILO,BENEFICENCIA CAMILIANA DO SUL,,3658287,PONTA GROSSA,PR,84031070,42 30266200,comercial@saocamilopg.com.br,49,1,0
HOSPITAL DOUTOR ANISIO FIGUEIREDO HZN,SECRETARIA DE ESTADO DA SAUDE,76416866000140,2578670,LONDRINA,PR,86084600,(43) 33764644,zonanorte@sesa.pr.gov.br,101,1,0
HOSPITAL VIDA,ASSOCIACAO DE AMIGOS FAMILIARES E DOENTES MENTAIS DE LONDRI,,2578468,LONDRINA,PR,86070710,43 33381113,hospitalvida@hospitalvida.org.br,220,1,0
HOSPITAL CRISTO REI,FUNDACAO MEDICA E HOSPITALAR DO TRAB RURAL DE QUITANDINHA,,2817667,QUITANDINHA,PR,83840000,04136231333,,26,1,0
HOSPITAL MUNICIPAL JOAO ALEXANDRE,PM DE TAMBOARA,76978519000100,2753901,TAMBOARA,PR,87760000,(44)4601220,smstamboara@fornet.com.br,10,1,0
CDOP CIRURGIA E DIAGNOSE EM OFTALMOLOGIA DO PARANA,CIRURGIA E DIAGNOSE EM OFTALMOLOGIA DO PARANA LTDA,,3199371,CURITIBA,PR,80240021,41 32213600,gestaodepessoas@cdop.com.br,10,0,1
CLINICA DE OLHOS VAN DEN BERG,HO LONDRINA OFTALMOLOGIA LTDA,,3235777,LONDRINA,PR,86055585,44 30251444,fiscal@m12.com.br,3,0,1
CLINICA SANTA CRUZ,CLINICA SANTA CRUZ LTDA,,2594358,UMUARAMA,PR,87501300,,,156,1,0
HOSPITAL POLICLINICA SAO MARCOS,POLICLINICA SAO MARCOS DE CAMPO MOURAO LTDA EPP,,0014133,CAMPO MOURAO,PR,87303140,044 8231343,,28,0,0
HOSPITAL UMUARAMA,HOSPITAL E MATERNIDADE UMUARAMA LTDA,,2594390,UMUARAMA,PR,87502010,(44)6226470,,46,1,0
HOSPITAL PSIQUIATRICO DE MARINGA HPM,SANATORIO MARINGA,,2587289,MARINGA,PR,87015330,(44) 3029-4211,,252,1,0
HOSPITAL SANTA RITA,ASSOCIACAO BENEFICENTE BOM SAMARITANO,,2743469,MARINGA,PR,87014140,44 32206000,contabilidade@hsr.org.br,125,1,1
HOSPITAL DA VISAO DO PARANA,HOSPITAL DA VISAO DO PARANA LTDA,,6466265,MARINGA,PR,87015380,(44)30323600,marisa@hospitaldavisaodoparana.com.br,8,1,0
HOSPITAL E MATERNIDADE IRMAOS VIDA,ANDREOLI E GONCALVES LTDA,,2733269,CAMPINA DA LAGOA,PR,87345000,(44)5421434,,10,0,0
ISCAL,IRMANDADE DA SANTA CASA DE LONDRINA,,2580055,LONDRINA,PR,86010510,43 33742500,valdecir.dio@iscal.com.br,247,1,0
HOSPITAL MUNICIPAL ESPIRITO SANTO,PM DE INAJA,76970318000167,2753898,INAJA,PR,87670000,(44)4401166,hospitalinaja@hotmail.com,11,1,0
COMPLEXO HOSPITALAR DO TRABALHADOR,SECRETARIA DE ESTADO DA SAUDE,76416866000140,0015369,CURITIBA,PR,81050000,41 3212 5700,fatht@sesa.pr.gov.br,334,1,0
HOSPITAL MADRE DE DIO,PRO SAUDE ASSOCIACAO BENEFICIENTE DE ASSISTENCIA SOCIAL E,,7953275,SAO MIGUEL DO IGUACU,PR,85877000,45 - 3565-6000,iinstitucional@madrededio.com.br,96,0,0
HOSPITAL REGIONAL DE DOURADINA,HOSPITAL REGIONAL DE DOURADINA,,2738236,DOURADINA,PR,87485000,(44)6631323,,29,1,0
HOSPITAL E MATERNIDADE NOSSA SENHORA APARECIDA,CIS CENTRO INTEGRADO EM SAUDE,,0017574,FAZENDA RIO GRANDE,PR,83833056,(41)36271122,,34,1,0
HOSPITAL MUNICIPAL DE GUARATUBA,PREFEITURA MUNICIPAL DE GUARATUBA,76017474000108,2680807,GUARATUBA,PR,83280000,(41)3472-8674,cpdam@guaratuba.pr.gov.br,32,1,0
HOSPITAL BOM SAMARITANO DE MARINGA,HOSPITAL BOM SAMARITANO DE MARINGA S A,,9365230,MARINGA,PR,87015020,44 30417372,thiago.amorim@mvida.net.br,176,0,1
CLINICA SAO PAULO,CLINICA MEDICA SAO PAULO LTDA,,3560430,PARANAGUA,PR,83203410,(41)34234466,clinicasaopaulo@bol.com.br,21,0,0
CENTRO MEDICO HOSPITALAR SAO LUCAS,ORGANIZACAO SAO LUCAS,,2742071,LARANJEIRAS DO SUL,PR,85301290,42 36351384,,65,1,1
UNIMED,UNIMED COSTA OESTE COOPERATIVA DE TRABALHO MEDICO,,4582144,MARECHAL CANDIDO RONDON,PR,85960382,4532778052,secretaria@unimedcostaoeste.com.br,24,0,0
HMAP HOSPITAL MUNICIPAL DR ANTONIO PIETROBON,HMAP HOSPITAL MUNICIPAL DR ANTONIO PIETROBON,80620172000105,2587823,NOVA TEBAS,PR,85250000,42-36431147,marcia-rossi@hotmail.com,50,1,0
HOSPITAL E MATERNIDADE DE RIBEIRAO DO PINHAL,SOCIEDADE BENEFICENTE SAO CAMILO,,2582465,RIBEIRAO DO PINHAL,PR,86490000,41 32406740,denilson@hnsg.org.br,51,1,0
HOSPITAL REGIONAL CRISTO REI,FUNDACAO HOSPITALAR DE ASTORGA,,2733579,ASTORGA,PR,86730000,(44)32343131,cristorei@hrcristorei.com.br,102,1,0
HOSPITAL DE CARIDADE SAO FRANCISCO DE ASSIS,HOSPITAL DE CARIDADE SAO FRANCISCO DE ASSIS,,2554429,RIO AZUL,PR,84560000,(42)34631212,hcsfa2@hotmail.com,56,1,0
HOSPITAL ADAUTO BOTELHO,SECRETARIA DE ESTADO DA SAUDE,76416866000140,0018260,PINHAIS,PR,83327700,(41)36616600,sesahcab@sesa.pr.gov.br,160,1,0
HOSPITAL BOM JESUS,SOCIEDADE HOSPITAL BOM JESUS,,0018694,RIO NEGRO,PR,83880000,(47)6423470,administracao@hmbj.com.br,38,1,0
HOSPITAL SAO CARLOS,HOSPITAL SAO CARLOS DE MEDIANEIRA LTDA,,3032825,MEDIANEIRA,PR,85884000,(45)32641522,hscad@arnet.com.br,30,0,0
HOSPITAL NOVA OLIMPIA,HOSPITAL NOVA OLIMPIA LTDA,75799577000104,2738228,NOVA OLIMPIA,PR,87490000,(44) 3685- 1362,hmnovaolimpia@bol.com.br,17,1,0
HOSPITAL MUNICIPAL SANTA MARIA FLORESTA,PREFEITURA MUNICIPAL DE FLORESTA,76282706000155,2733196,FLORESTA,PR,87120000,(44) 3236 1411,,24,1,0
HOSPITAL E MATERNIDADE ANITA CANET,PREFEITURA MUNICIPAL DE CONSELHEIRO MAIRINCK,75968412000119,2781727,CONSELHEIRO MAIRINCK,PR,86480000,43 3561-1294,centrodesaudecmk@hotmail.com,20,1,0
HOSPITAL UNIVERSITARIO DO OESTE DO PARANA,UNIVERSIDADE ESTADUAL DO OESTE DO PARANA,78680337000770,2738368,CASCAVEL,PR,85804260,(45)3321-5151,rh.huop@unioeste.br,311,1,0
HOSPITAL MUNICIPAL DE ITAPERUCU,MUNICIPIO ITAPERUCU,95422846000126,4064607,ITAPERUCU,PR,83560000,4136032231,hospitaldeitaperucu@outlook.com.br,37,1,0
HOSPITAL UNIVERSITARIO CAJURU,ASSOCIACAO PARANAENSE DE CULTURA APC,,0015407,CURITIBA,PR,80050350,41 32713000,diretoria.huc@pucpr.br,206,1,0
HOSPITAL DR FERNANDO SANTIN,HOSPITAL SANTIN LTDA EPP,,2588234,MEDIANEIRA,PR,85884000,(45)32642002,hospitaldrfernandosantin@hotmail.com,47,0,0
HOSPITAL E MATERNIDADE DR LIMA LTDA,HOSPITAL E MATERNIDADE DR LIMA LTDA,,3014509,CASCAVEL,PR,85812011,(45) 3219-1515,hospital@hospitaldrlima.com.br,60,0,0
HOSPITAL FILANTROPICO POLICLINICA,HOSPITAL FILANTROPICO POLICLINICA,,0017868,PATO BRANCO,PR,85501250,(46)21012101,adm@policlinicapb.com.br,150,1,0
HOSPITAL SAO JOSE,GARCIA WEIRICH LTDA,,2572486,GUARANIACU,PR,85400000,(45)2321336,,67,1,0
HOSPITAL REGIONAL DO LITORAL,SECRETARIA DE ESTADO DA SAUDE,76416866000140,2687127,PARANAGUA,PR,83206020,(04)34207400,natanael.alcantara@sesa.pr.gov.br,143,1,0
HOSPITAL DA CRIANCA PREFEITO JOAO VARGAS DE OLIVEIRA,MUNICIPIO DE PONTA GROSSA,32370759000152,2687062,PONTA GROSSA,PR,84050000,4232201050,faturamentohc@outlook.com,32,1,0
HOSPITAL E MATERNIDADE TAPEJARA,ARIEL DE BARROS MENEZES LTDA,,2733366,TAPEJARA,PR,87430000,(44)06771315,www.abm.voanet.com .br,21,1,0
HOSPITAL UNIMED NORTE DO PARANA,UNIMED NORTE DO PARANA COOP REGIONAL DE TRABALHO MEDICO,,6355099,CORNELIO PROCOPIO,PR,86300000,43 35203060,,36,0,0
HOSPITAL E MATERNIDADE SANTA MADALENA SOFIA,ABIMED SERVICOS MEDICOS LTDA,,0015660,CURITIBA,PR,82820450,3525-6151,faturamento@hsms.com.br,4,1,0
HOSPITAL PSIQUIATRICO NOSSO LAR,ALBERGUE NOTURNO NOSSO LAR,,2753987,LOANDA,PR,87900000,(44)34251054,hpnossolar@yahoo.com.br,51,1,0
IDF,IDF INSTITUTO DOUTOR FEITOSA,,2740435,TELEMACO BORBA,PR,84261060,(42)32717100,administrativo@hospitalidf.com.br,154,1,0
ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA,ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA,,2568373,UNIAO DA VITORIA,PR,84600902,(42)35215050,,110,1,1
HOSPITAL SAO JOAO DO IVAI II,ASSOCIACAO LUNARDELLI MAIS SAUDE,,2590166,LUNARDELLI,PR,86935000,43 34781150,hospitalmaternidadelunardelli@hotmail.com,30,1,1
HOSPITAL MUNICIPAL BENEFICENTE DE JANIOPOLIS,PREFEITURA MUNICIPAL DE JANIOPOLIS,76402882000183,2733420,JANIOPOLIS,PR,87380000,(44)5531281,saude@janiopolis.pr.gov.br,29,1,0
HOSPITAL MUNICIPAL DR JOSE ORTEGA VASQUEZ,MUNICIPIO DE JARDIM ALEGRE,75741363000187,2587777,JARDIM ALEGRE,PR,86860000,43-34751360,saude_ja@hotmail.com,23,1,0
HOSPITAL JESUITAS,ASSOCIACAO BENEFICENTE DE SAUDE JESUITAS,,2781751,JESUITAS,PR,85835000,(44)3535-1084,direcao.hospitaljesuitas@gmail.com,34,1,0
HOSPITAL MUNICIPAL DE IVAI,PREFEITURA MUNICIPAL DE IVAI,76175918000133,2687089,IVAI,PR,84460000,(42)32471333,hospitalivai_rh@yahoo.com.br,17,1,0
HOSPITAL SANTO ANTONIO,FUNDACAO DE SAUDE STO ANT DOS TRAB RUR DE GUARANIACU,,2572443,GUARANIACU,PR,85400000,(45)3232-1391,santacasagcu@hotmail.com,38,1,0
HOSPITAL MUNICIPAL PREFEITO JOAQUIM RODRIGUES DA SILVA,PREFEITURA MUNICIPAL DE JAGUAPITA,75457341000190,2729407,JAGUAPITA,PR,86610000,(43)2722569,hospitaljgta@hotmail.com,29,1,0
CLINICA DE OLHOS PARANAVAI LTDA,CLINICA DE OLHOS PARANAVAI LTDA,,2753685,PARANAVAI,PR,87704070,(44)4232326,ceolhos@fornet.com.br,5,1,0
INSTITUTO SANTA PELIZZARI,INSTITUTO SANTA PELIZZARI,,2738287,PALMAS,PR,85555000,4632637777,diretoria@santapelizzari.med.br,101,1,0
HOSPITAL SUDOESTE CAPANEMA,HOSPITAL SUDOESTE LTDA,,2586061,CAPANEMA,PR,85760000,(46)35521441,hospitalsudoesteltda@hotmail.com,39,1,0
OFTALMOCENTER,OFTALMOCENTER CLINICA E CIRURGIA DE OLHOS S S,,3009491,CURITIBA,PR,80010000,41-32221209,,11,0,0
HOSPITAL 25 DE NOVEMBRO,ASSOCIACAO HOSPITALAR BENEFICIENTE NOVA SAUDE,,5412382,PALMEIRA,PR,84130000,(42) 32541504,,40,1,0
CLINICA LIBERTY,CLINICA LIBERTY EIRELI,,6940943,PIRAQUARA,PR,83307200,(41) 3385-1867,cleuza@clinicaliberty.com.br,60,0,0
HOSPITAL SAO RAFAEL,ASSOCIACAO BENEFICENTE SAO RAFAEL,,4055748,ROLANDIA,PR,86600109,(43) 3311-3056,,89,1,0
ASJA,ASSOCIACAO SAN JULIAN AMIGOS E COLABORADORES,,0018384,PIRAQUARA,PR,83301010,(41) 3673-8350,faturamento@sanjulian.com.br,400,1,0
COMPLEXO DO HOSPITAL DA CRIANCA DE MARINGA IRMA CALISTA,MUNICIPIO DE MARINGA,76282656000106,2962403,MARINGA,PR,87051028,4432183100,,60,1,0
HOSPITAL SANTA TEREZINHA,INSTITUTO DE MEDICINA CIRURGIA E GINECOLOGIA LTDA EPP,,2729504,IBIPORA,PR,86200000,,,24,0,0
HOSPITAL PUBLICO MUNICIPAL SANTA ROSA DE LIMA,FUNDO MUNICIPAL DE SAUDE DE IRETAMA,76950088000174,2733560,IRETAMA,PR,87280000,(44) 3573-1850,smsiretama@hotmail.com,20,1,0
HOSPITAL BOM JESUS,INSTITUTO DE SAUDE BOM JESUS,,2590727,IVAIPORA,PR,86870000,043-34728500,celso@isbj.com.br,105,1,1
HOSPITAL SAO CAMILO LTDA,HOSPITAL SAO CAMILO LTDA,,2729512,JATAIZINHO,PR,86210000,(43)32591315,hscamilo@onda.com.br,19,1,0
HOSPITAL HEIDELBERG,HOSPITAL HEIDELBERG LTDA,,0015806,CURITIBA,PR,80430050,041 3224-9862,paula@clinica heidelberg.com.br,114,0,1
MATERNIDADE MUNICIPAL HUMBERTO CARRANO,PREFEITURA MUNICIPAL DA LAPA,76020452000105,0025399,LAPA,PR,83750000,(41)35475045,,20,1,0
HOSPITAL MUNICIPAL DE PRIMEIRO DE MAIO,PREFEITURA MUNICIPAL DE PRIMEIRO DE MAIO,76245059000101,2729431,PRIMEIRO DE MAIO,PR,86140000,(43)32351398,dpsaudepm@hotmail.com,10,1,0
INSTITUTO SAO JOSE,INSTITUTO DE ASSISTENCIA SOCIAL E SAUDE SAO JOSE,,2741873,LARANJEIRAS DO SUL,PR,85301030,(42)36351599,issj@cnett.com.br,64,1,0
CLINICA DAS PALMEIRAS,CLINICA DE RECUPERACAO EMOCIONAL DAS PALMEIRAS EIRELI,,2577755,LONDRINA,PR,86050570,43 33288484,clinicadaspalmeiras@hotmail.com,24,0,1
HOSPITAL CARAVAGGIO,SOCIEDADE HOSPITAL E MATERNIDADE NOSSA SENHORA DO CARAVAGGIO,,2575973,MATELANDIA,PR,85887000,(45)32621586,hospitalcaravaggio@hotmail.com,31,1,0
NOVA CLINICA PARANAGUA,NOVA CLINICA PARANAGUA LTDA,,3227561,PARANAGUA,PR,83206020,(41)4228341,,11,0,0
HOSPITAL MUNICIPAL RAUL SERGIO BITENCOURT,HOSPITAL MUNICIPAL RAUL SERGIO BITENCOURT,81478133000170,2738198,PEROLA,PR,87540000,(44)6361710,hospital@perola.pr.gov.br,21,1,0
FUNDACAO HOSPITALAR PINHAIS,FUNDACAO PRO PINHAIS DE PROMOCAO HUMANA,,0018090,PINHAIS,PR,83326000,41 36611600,jasdasilveira@yahoo.com.br,42,1,0
HOSPITAL SAO VICENTE CIC,FUNDACAO DE ESTUDOS DAS DOENCAS DO FIGADO KOUTOULAS RIBEI,,0015601,CURITIBA,PR,81305000,41 33065800,comercial@hospitalsaovicente.com.br,50,1,0
MATERNIDADE SANTANA,ASS DE PROTECAO A MATERNIDADE E INFANCIA P GROSSA,,2686961,PONTA GROSSA,PR,84040010,(42)2203995,,23,1,0
HOSPITAL MUNICIPAL JOAO DE CAIRES,PREFEITURA MUNICIPAL DE PRADO FERREIRA,01613136000130,2729482,PRADO FERREIRA,PR,86618000,(43)32441146,saude@pradoferreira.pr.gov.br,20,1,0
HOSPITAL IRMANDADE DA SANTA CASA,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PRUDENTOPOLIS,,2743388,PRUDENTOPOLIS,PR,84400000,(42)34461236,santacasapdt@brturbo.com.br,78,1,0
HOSPITAL MUNICIPAL DE GAUCHA,PREFEITURA MUNICIPAL DE CIDADE GAUCHA,75377200000167,2733188,CIDADE GAUCHA,PR,87820000,44 36751557,admsaude@cidadegaucha.pr.gov.br,23,1,0
SANTA CASA DE MARINGA HOSPITAL E MAT M AUXILIADORA,IRMANDADE SANTA CASA DE MISERICORDIA DE MARINGA,,2594714,MARINGA,PR,87050100,,,302,1,0
HOSPITAL MUNICIPAL CRISTO REDENTOR,PM DE TERRA RICA,76978881000181,2753804,TERRA RICA,PR,87890000,44 3441 8600,cms_terrarica@hotmail.com,33,1,0
HOSPITAL MUNICIPAL DR ATTILIO TALAMINI,PREFEITURA MUNICIPAL DE SAO JOSE DOS PINHAIS,76105543000135,0018813,SAO JOSE DOS PINHAIS,PR,83005420,(41)3283-3636,cleberson.santos@sjp.pr.gov.br,88,1,0
HOSPITAL NOSSA SENHORA DAS GRACAS,MURAOKA E SARUASHI,,2572060,CATANDUVAS,PR,85470000,(45)3234- 1263,,19,1,0
HOSPITAL E MATERNIDADE SANTA RITA DE CASSIA,CERSOSIMO E VRIESMAN LTDA,,4054954,PINHALAO,PR,84925000,(43) 5691470,,27,0,0
HOSPITAL SANTA TEREZINHA,MEHANNA E MEHANNA S C LTDA,,2568926,NOVA FATIMA,PR,86310000,(43)35522853,nfhospital@hotmail.com,16,1,0
SANTA CASA DE MISERICORDIA MARIA SANTISSIMA,MISERICORDIA DE SAO PEDRO DO IVAI,,2573466,SAO PEDRO DO IVAI,PR,86945000,(43)34511195,misericordia_spi@hotmail.com,26,1,0
HOSPITAL SAO LUCAS DE SERTANOPOLIS,SERVICO MUNICIPAL DE SAUDE,78318359000107,2729563,SERTANOPOLIS,PR,86170000,(43) 32328350,hospital.sermusa@gmail.com,16,1,0
MASTER CLINICA,CLINICA UROLOGICA DO OESTE LTDA,,3677214,CASCAVEL,PR,85801120,(45)3224-2020,administracao@masterclinica.com.br,10,0,1
HOSPITAL DE SANTO INACIO,HOSPITAL DE SANTO INACIO LTDA,,2733226,SANTO INACIO,PR,86650000,(44)33522020,hospitalsantoinacio@hotmail.com,23,0,0
HOSPITAL MUNICIPAL DR KURIQUI CANAME,PREFEITURA MUNICIPAL DE BOM SUCESSO,75771261000104,2571714,BOM SUCESSO,PR,86940000,(43)34421412,saudebomsucesso@ibest.com.br,29,1,0
HOSPITAL DR SILVIO BITTENCOURT LINHARES,PREFEITURA MUNICIPAL DE ANTONINA,76022516000107,2680971,ANTONINA,PR,83370000,(41)34321244,saude@antonina.pr.gov.br,32,1,0
HOSPITAL NOSSA SENHORA DE FATIMA,HOSPITAL GUARANIACU LTDA,,2573075,GUARANIACU,PR,85400000,(45)3232-1422,hos_fatima@bol.com.br,36,1,0
HOSPITAL MUNICIPAL DE SAO JERONIMO DA SERRA,PREFEITURA MUNICIPAL DE SAO JER DA SERRA,76290683000120,2577496,SAO JERONIMO DA SERRA,PR,86270000,(43)2671226,postosaudesjs@hotmail.com,20,1,0
HOSPITAL MUNICIPAL JALDEMO GOMES DUARTE ALTAMIRA DO PARANA,HOSPITAL MUNICIPAL JALDEMO GOMES DUARTE ALTAMIRA DO PARANA,78069143000147,2733528,ALTAMIRA DO PARANA,PR,85280000,4437551254,hospitalaltamira@hotmail.com,19,1,0
HOSPITAL MUNICIPAL DE PORECATU,PREFEITURA MUNICIPAL DE PORECATUI,80542764000148,2729423,PORECATU,PR,86160000,(43)36231456,smsporecatu@hotmail.com,31,1,0
HOSPITAL MUNICIPAL DE MARINGA THELMA VILLANOVA KASPROWICZ,PREFEITURA DO MUNICIPIO DE MARINGA,76282656000106,2743477,MARINGA,PR,87053330,(44)32214800,hmm_faturamento@maringa.pr.gov.br,147,1,0
HOSPITAL SANTANA DE SAPOPEMA,PREFEITURA MUNICIPAL DE SAPOPEMA,76167733000187,2582597,SAPOPEMA,PR,84290000,(43)35481350,saudsap@hotmail.com,31,1,0
HOSPITAL MUNICIPAL EMILIO CESTARO,PM DE GUAIRACA,76238443000187,2753839,GUAIRACA,PR,87880000,(44)34421226,saude20172020@outlook.com,16,1,0
NOVACLINICA HOSPITAL E MATERNIDADE,NOVACLINICA HOSPITAL E MATERNIDADE LTDA,,3073300,SAO JOSE DOS PINHAIS,PR,83005000,(41) 3381 - 8100,secretaria@hospitalnovaclinica.com.br,64,0,0
HONPAR HOSPITAL NORTE PARANAENSE,ASSOCIACAO NORTE PARANANENSE DE COMBATE AO CANCER,,2576341,ARAPONGAS,PR,86702670,(43) 3275-0200,adm@honpar.com.br,337,1,0
HOSPITAL MUNICIPAL DE AMAPORA,PM DE AMAPORA,75475038000110,2753820,AMAPORA,PR,87850000,(44)4371213,,14,1,0
SANTA CASA,SANTA CASA DE MISERICORDIA NOSSA SENHORA DO ROSARIO,,2587793,ROSARIO DO IVAI,PR,86850000,43-34651159,santacasarosario@yahoo.com.br,26,1,0
HOSPITAL JACOMO LUNARDELLI,CENTRAL MEDICA PARANAENSE LTDA ME,,7677588,CASCAVEL,PR,85816080,45-30394848,financeiro@hospitalsalete.com.br,64,0,1
HOSPITAL MUNICIPAL DE GODOY MOREIRA,GODOY MOREIRA PREFEITURA MUNICIPAL,81392656000107,2588404,GODOY MOREIRA,PR,86938000,43-4631113,hospital@godoymoreira.pr.gov.br,10,1,0
HOSPITAL DE CLINICAS SANTA TEREZA,HOSPITAL NOROESTE LTDA,,2753766,SANTA ISABEL DO IVAI,PR,87910000,(44)34531300,hospital_noroeste@hotmail.com,27,1,0
HOSPITAL MUNICIPAL TRES BARRAS,PM TRES BARRAS DO PARANA,78121936000168,2738201,TRES BARRAS DO PARANA,PR,85485000,(45)3235-1272,sms@tresbarras.pr.gov.br,34,1,0
HOSPITAL E MATERNIDADE ITAPERUCU,HOSPITAL E MATERNIDADE ITAPERUCU LIMITADA EPP,,0017612,ITAPERUCU,PR,83560000,,,40,1,0
CIS CENTRO INTEGRADO EM SAUDE,CIS CENTRO INTEGRADO EM SAUDE S S LTDA,,7278608,SANTA MARIANA,PR,86350000,43-35311436,hospitalnf@hotmail.com,40,1,0
PORTO SEGURO CLINICA E PENSAO PROTEGIDA,PORTO SEGURO CLINICA E PENSAO PROTEGIDA LTDA,,3059200,CURITIBA,PR,80220100,41 30191234,atendimento@clinicaportoseguro.com.br,100,0,1
HOSPITAL MUNICIPAL CAROLINA LUPION,PREFEITURA MUNICIPAL DE JAGUARIAIVA,76910900000138,2687038,JAGUARIAIVA,PR,84200000,4335359440,hospitalmcarolinalupion@gmail.com,71,1,0
HOSPITAL NILZA DE OLIVEIRA PIPINO,HOSPITAL E MATERNIDADE NILZA DE OLIVEIRA PIPINO LTDA,,3024571,UBIRATA,PR,85440000,(44)5431101,,51,0,0
HOSPITAL UNIVERSITARIO REGIONAL DO NORTE DO PARANA,UNIVERSIDADE ESTADUAL DE LONDRINA,78640489000153,2781859,LONDRINA,PR,86038440,(43)33712000,dir.clin@uel.com.br,413,1,0
HOSPITAL RONDON,HOSPITAL MARECHAL CANDIDO RONDON LTDA,,4053907,MARECHAL CANDIDO RONDON,PR,85960000,(45)32847200,,59,0,0
HOSPITAL E MATERNIDADE PADRE TEZZA,ASSOCIACAO FILHAS DE SAO CAMILO,,2588188,MATELANDIA,PR,85887000,(45)3262.1289,hospitalpadretezza@hospitalpadretezza.com.br,48,1,0
HOSPITAL E MATERNIDADE SANTA CASA DE UBIRATA ASCAU,HOSPITAL E MATERNIDADE SANTA CASA DE UBIRATA ASCAU,,2733633,UBIRATA,PR,85440000,(44)35431332,,55,1,0
HOSPITAL NOSSA SENHORA DE FATIMA,HOSPITAL MISSAL LTDA,,2575957,MISSAL,PR,85890000,(45) 3244 1390,hospitalnsfatima@gmail.com,36,1,0
CENTRO MEDICO COMUNITARIO BAIRRO NOVO,FUNDACAO ESTATAL DE ATENCAO A SAUDE DE CURITIBA FEAS,14814139000183,0016462,CURITIBA,PR,81925410,41 32212770,faturamento.maternidade@feaes.curitiba.pr.gov.br,60,1,0
VALE DOS PINHEIROS,CLINICA VALE DOS PINHEIROS LTDA,,3393577,CASCAVEL,PR,85811100,(45)32244794,clinica@valedospinheiros.com.b,25,0,0
CASA DE SAUDE E MAT Q DO SOL,CASA DE SAUDE E MATERNIDADE DE QUINTA DO SOL,,2731452,QUINTA DO SOL,PR,87265000,(44) 35671277,,19,1,0
HOSPITAL MUNICIPAL SETEMBRINO ZAGO,PM DE QUERENCIA DO NORTE,76973692000116,2753960,QUERENCIA DO NORTE,PR,87930000,(44)34621365,saudqne@netstudio.com.br,28,1,0
CLINICA SUGISAWA,HOSPITAL SUGISAWA LTDA,,3068870,CURITIBA,PR,80250190,41 32596500,contato@sugisawa.com.br,75,0,1
HOSPITAL E MATERNIDADE BRAGANEY,HOSPITAL E MATERNIDADE BRAGANEY LTDA,,2738112,BRAGANEY,PR,85430000,(45)2451196,,17,1,0
HOSPITAL POLICLINICA CONSOLATA,HOSPITAL NOSSA SENHORA CONSOLATA,,2571757,CAFELANDIA,PR,85415000,(45)3241-1244,,36,1,0
HOSPITAL RURAL JOAO XXIII,FUNDACAO HOSPITALAR DO TRAB RURAL DE SAO JORGE IVAI,,2733595,SAO JORGE DO IVAI,PR,87190000,(44)32431238,admhrj@bol.com.br,31,1,0
AAHTS,ASSOCIACAO DE AMIGOS DO HOSPITAL DE TEIXEIRA SOARES,,2557185,TEIXEIRA SOARES,PR,84530000,(42)4601304,aahts@hotmail.com,5,1,0
CLINICA DR HELIO ROTENBERG,HOSPITAL PINEL LTDA,,0016292,CURITIBA,PR,81610010,(41)33763466,clinica-hr@onda.com.br,434,0,0
